"","webid","name","hlyRange","dlyRange","mlyRange"
"4311",41757,"KEG RIVER LARSEN","N/A","2003-05-01/2006-07-31","2003-05-01/2006-07-01"
"4312",2739,"KEG RIVER RS","N/A","1965-05-01/2009-01-31","1965-01-01/2007-11-01"
"4313",2169,"KEOMA","N/A","1985-07-01/2006-08-31","1985-01-01/2006-08-01"
"4314",1912,"KESSLER","N/A","1965-05-01/1966-07-31","1965-01-01/1966-12-01"
"4315",46909,"KESSLER AGCM","2008-01-10/2012-05-16","2007-09-01/2012-05-16","2007-09-01/2007-11-01"
"4316",2329,"KETCHUM CREEK","N/A","1969-12-01/1970-08-31","1969-01-01/1970-12-01"
"4317",2026,"KEYSTONE LO","N/A","1975-07-01/1992-06-30","1975-01-01/1992-12-01"
"4318",32313,"KILLAM AGDM","2002-12-09/2012-05-16","2002-12-01/2012-05-16","2002-12-01/2007-11-01"
"4319",2721,"KIMIWAN LO","N/A","1976-05-01/2011-09-29","1976-01-01/2007-09-01"
"4320",1913,"KINSELLA RANCH","N/A","1962-02-01/2003-09-30","1962-01-01/2003-09-01"
"4321",49049,"KINSELLA RESEARC STATION","2010-10-15/2012-05-16","N/A","N/A"
"4322",2547,"KINUSO RS","N/A","1927-01-01/1996-08-31","1927-01-01/1996-08-01"
"4323",2406,"KISKA LO","N/A","1966-05-01/1984-08-31","1966-01-01/1984-12-01"
"4324",1914,"KITSCOTY","N/A","1958-10-01/1974-06-30","1958-01-01/1974-12-01"
"4325",46808,"KITSCOTY AGCM","2008-01-09/2012-05-16","2007-09-01/2012-05-16","2007-09-01/2007-11-01"
"4326",2741,"KLEWI TOWER","N/A","1978-05-01/1990-08-31","1978-01-01/1990-12-01"
"4327",2342,"KNAPPEN EXP ST","N/A","1955-01-01/1962-08-31","1955-01-01/1962-12-01"
"4328",2104,"KNEEHILL","N/A","1896-11-01/1909-04-30","1896-01-01/1908-12-01"
"4329",2343,"KNIGHT LAKE","N/A","1981-12-01/1995-02-28","1981-01-01/1995-02-01"
"4330",2407,"KOOTENAY PLAINS","N/A","1980-10-01/2007-09-30","1980-01-01/2007-09-01"
"4331",27739,"KOOTENAY PLAINS R4","N/A","1998-05-01/2003-09-30","1998-05-01/2001-10-01"
"4332",2408,"KOOTENAY PLAINS RS","N/A","1977-05-01/1980-09-30","1977-01-01/1980-12-01"
"4333",2742,"KSITUAN","N/A","1980-11-01/1993-05-31","1980-01-01/1993-12-01"
"4334",2261,"KYISKAP CREEK","N/A","1972-06-01/1978-04-30","1972-01-01/1978-12-01"
"4335",2837,"LA COREY RS","N/A","1962-05-01/1976-05-31","1962-01-01/1976-12-01"
"4336",47147,"LA CRETE AGCM","2008-06-05/2012-05-16","2008-06-05/2012-05-16","N/A"
"4337",2744,"LA CRETE RS","N/A","1969-10-01/1985-03-31","1969-01-01/1985-12-01"
"4338",47087,"LA GLACE AGCM","2008-08-21/2012-05-16","2008-08-21/2012-05-16","N/A"
"4339",2743,"LAC CARDINAL","N/A","1989-06-01/1996-12-31","1989-01-01/1996-12-01"
"4340",2548,"LAC LA BICHE","1953-01-01/1958-09-30","1944-05-01/1959-09-30","1944-01-01/1959-12-01"
"4341",2550,"LAC LA BICHE (AUT)","1958-10-01/2004-02-09","1958-10-01/2003-09-30","1958-01-01/2003-09-01"
"4342",2549,"LAC LA BICHE A","N/A","1972-11-01/1981-04-30","1972-01-01/1981-12-01"
"4343",30726,"LAC LA BICHE CLIMATE","2003-11-01/2012-05-16","2001-02-01/2012-05-16","2001-03-01/2007-11-01"
"4344",2551,"LAC LA BICHE RS","N/A","1972-05-01/1978-04-30","1972-01-01/1978-12-01"
"4345",2106,"LACOMBE CDA","N/A","1907-12-01/1996-03-31","1908-01-01/1996-03-01"
"4346",10906,"LACOMBE CDA 2","1994-02-01/2012-05-16","1993-06-04/2012-05-16","1996-02-01/2007-11-01"
"4347",2409,"LAKE LOUISE","N/A","1915-01-01/2007-11-30","1915-01-01/2007-11-01"
"4348",2745,"LAMBERT CREEK LO","N/A","1969-05-01/2011-09-30","1969-01-01/2007-09-01"
"4349",2105,"LAMERTON","N/A","1979-09-01/1980-01-31","1979-01-01/1980-12-01"
"4350",1899,"LAMONT","N/A","1980-07-01/1993-11-30","1980-01-01/1993-12-01"
"4351",1915,"LAVOY","N/A","1958-09-01/2008-07-09","1958-01-01/2007-11-01"
"4352",1916,"LAVOY SOUTH","N/A","1988-05-01/1993-12-31","1988-01-01/1993-12-01"
"4353",1917,"LEDUC","N/A","1984-06-01/1984-08-31","1984-01-01/1984-12-01"
"4354",43561,"LEEDALE AGDM","2004-12-30/2012-05-16","2005-02-25/2012-05-16","2005-03-01/2007-11-01"
"4355",47088,"LEGAL AGCM","2008-06-05/2012-05-16","2008-06-05/2012-05-16","N/A"
"4356",2746,"LEGEND LO","N/A","1962-05-01/2011-08-22","1962-01-01/2007-09-01"
"4357",2107,"LESLIEVILLE CDA EPF","N/A","1951-01-01/1965-01-31","1951-01-01/1964-12-01"
"4358",2262,"LETHBRIDGE","N/A","1886-06-01/1921-07-31","1886-01-01/1921-12-01"
"4359",2263,"LETHBRIDGE A","1953-01-01/2012-05-16","1938-01-01/2008-07-28","1938-01-01/2007-08-01"
"4360",27217,"LETHBRIDGE A CR10","N/A","1996-03-01/2007-11-30","1996-04-01/2007-11-01"
"4361",31447,"LETHBRIDGE AWOS A","2006-03-27/2012-05-16","2006-01-01/2011-01-13","N/A"
"4362",2264,"LETHBRIDGE BEGAMY","N/A","1966-07-01/1971-09-30","1966-01-01/1971-12-01"
"4363",45947,"LETHBRIDGE CCOC","N/A","2004-10-05/2012-04-15","2004-11-01/2007-11-01"
"4364",2265,"LETHBRIDGE CDA","1994-06-07/2012-05-16","1908-02-01/2012-05-16","1908-01-01/2007-11-01"
"4365",46867,"LETHBRIDGE CDA 2","N/A","2004-03-31/2012-05-16","2007-10-01/2007-10-01"
"4366",2266,"LETHBRIDGE COUNTY","N/A","1966-07-01/1971-09-30","1966-01-01/1971-12-01"
"4367",42726,"LETHBRIDGE DEMO FARM AGDM","2004-06-16/2012-05-16","2004-06-01/2012-05-16","2004-07-01/2007-11-01"
"4368",8834,"LIMESTONE RIDGE","N/A","1998-02-01/2005-02-28","1998-05-01/2005-02-01"
"4369",2552,"LINARIA","N/A","1970-04-01/1980-11-30","1970-01-01/1980-12-01"
"4370",1918,"LINDBERGH","N/A","1954-03-01/1958-06-30","1954-01-01/1958-12-01"
"4371",43560,"LINDBERGH AGDM","2004-12-30/2012-05-16","2005-02-25/2012-05-16","2005-03-01/2007-11-01"
"4372",46910,"LINDEN AGCM","2008-01-09/2012-05-16","2007-09-01/2012-05-16","2007-09-01/2007-11-01"
"4373",2644,"LITTLE BUFFALO TOWER","N/A","1987-06-01/1990-08-31","1988-01-01/1990-12-01"
"4374",9609,"LITTLE ELBOW SUMMIT","N/A","1998-02-01/2006-08-31","1998-05-01/2006-08-01"
"4375",8884,"LITTLE PADDLE HEADWATERS","N/A","1999-03-01/2007-11-30","1999-10-01/2007-11-01"
"4376",2747,"LITTLE RED RIVER RS","N/A","1962-04-01/1964-08-31","1962-01-01/1964-12-01"
"4377",2410,"LIVINGSTONE","N/A","1958-07-01/2011-09-30","1958-01-01/2007-09-01"
"4378",10697,"LIVINGSTONE AIRFIELD","N/A","1998-02-01/2005-02-28","1998-04-01/2005-02-01"
"4379",2411,"LIVINGSTONE LO","N/A","1960-07-01/2011-07-06","1960-01-01/2007-06-01"
"4380",2553,"LIVOCK LO","N/A","1965-09-01/2011-08-23","1966-01-01/2007-08-01"
"4381",2267,"LLOYD LAKE","N/A","1981-06-01/1992-12-31","1981-01-01/1992-12-01"
"4382",48550,"LLOYDMINSTER","2009-12-10/2012-05-17","2009-12-17/2010-12-31","N/A"
"4383",1919,"LLOYDMINSTER","N/A","1913-05-01/1970-12-31","1913-01-01/1970-12-01"
"4384",1920,"LLOYDMINSTER A","1982-04-01/2012-05-16","1982-04-01/2012-05-16","1982-01-01/2007-11-01"
"4385",1921,"LLOYDMINSTER NORTH","N/A","1967-05-01/1976-07-31","1967-01-01/1976-12-01"
"4386",1922,"LLOYDMINSTER SEFTON PARK","N/A","1961-07-01/1973-05-31","1961-01-01/1973-12-01"
"4387",2108,"LOBSTICK AUBUCHON","N/A","1989-06-01/2006-04-30","1989-01-01/2006-04-01"
"4388",2554,"LODGEPOLE RS","N/A","1969-05-01/1969-09-30","1969-01-01/1969-12-01"
"4389",2268,"LOMOND","N/A","1971-09-01/1971-12-31","1971-01-01/1971-12-01"
"4390",2269,"LOMOND EXP ST","N/A","1954-03-01/1959-12-31","1954-01-01/1959-12-01"
"4391",2555,"LONE PINE","N/A","1972-06-01/1973-01-31","1972-01-01/1973-12-01"
"4392",2109,"LONE PINE CREEK","N/A","1976-09-01/1979-05-31","1976-01-01/1979-12-01"
"4393",1923,"LONG LAKE RS","N/A","1975-01-01/1999-09-30","1975-01-01/1999-09-01"
"4394",2412,"LONGVIEW","N/A","1977-03-01/1978-10-31","1977-01-01/1978-12-01"
"4395",27654,"LOOKOUT","N/A","1998-06-01/2007-11-30","2002-03-01/2002-04-01"
"4396",27039,"LOON LAKE AFS","N/A","1995-06-01/1995-08-31","1995-06-01/1995-08-01"
"4397",8837,"LOST CREEK SOUTH","N/A","1998-02-01/2007-08-31","1998-04-01/2007-08-01"
"4398",1924,"LOUGHEED","N/A","1958-05-01/1960-03-31","1958-01-01/1960-12-01"
"4399",1925,"LOUGHEED SOUTH","N/A","1981-05-01/1986-10-31","1981-01-01/1986-12-01"
"4400",2111,"LOUSANA","N/A","1952-06-01/1975-09-30","1952-01-01/1975-12-01"
"4401",2556,"LOVETT LO","N/A","1939-06-01/2011-09-01","1939-01-01/2007-09-01"
"4402",2344,"LUCKY STRIKE","N/A","1959-01-01/1963-02-28","1959-01-01/1963-12-01"
"4403",2413,"LUNDBRECK","N/A","1911-04-01/1958-09-30","1911-01-01/1958-12-01"
"4404",2557,"LUNNFORD","N/A","1970-04-01/1974-06-30","1970-01-01/1974-12-01"
"4405",2414,"LYNDON","N/A","1910-11-01/1966-03-31","1910-01-01/1966-12-01"
"4406",1926,"MA-ME-O","N/A","1966-07-01/1968-02-29","1966-01-01/1968-12-01"
"4407",2112,"MADDEN","N/A","1962-07-01/2012-05-09","1962-01-01/2007-11-01"
"4408",2558,"MAGNOLIA","N/A","1965-02-01/1982-12-31","1965-01-01/1982-12-01"
"4409",2270,"MAGRATH","N/A","1905-01-01/1968-04-30","1905-01-01/1968-12-01"
"4410",2271,"MAGRATH 2","N/A","1958-05-01/1966-07-31","1958-01-01/1966-12-01"
"4411",2272,"MAJORVILLE","N/A","1962-07-01/1974-07-31","1962-01-01/1974-12-01"
"4412",27334,"MANNING","N/A","1998-02-01/2002-10-31","N/A"
"4413",2748,"MANNING","N/A","1958-06-01/1960-06-30","1958-01-01/1960-12-01"
"4414",2749,"MANNING","N/A","1973-05-01/1978-09-30","1973-01-01/1978-12-01"
"4415",2750,"MANNING","N/A","1985-07-01/2008-12-31","1985-01-01/2007-11-01"
"4416",32394,"MANNING AGDM","2002-12-31/2012-05-16","2002-11-01/2012-05-16","2002-12-01/2007-11-01"
"4417",2751,"MANNING RS","N/A","1962-05-01/1979-04-30","1962-01-01/1979-12-01"
"4418",46767,"MANNVILLE AGCM","2008-01-09/2012-05-16","2007-09-01/2012-05-16","2007-09-01/2007-11-01"
"4419",1927,"MANNVILLE SOUTH","N/A","1973-06-01/1984-02-29","1973-01-01/1984-12-01"
"4420",2559,"MANOLA","N/A","1969-10-01/1970-06-30","1969-01-01/1970-12-01"
"4421",46809,"MANYBERRIES AGCM","2008-01-09/2012-05-16","2007-09-01/2012-05-16","2007-09-01/2007-11-01"
"4422",2345,"MANYBERRIES CDA","N/A","1928-05-01/1993-12-31","1928-01-01/1993-12-01"
"4423",2346,"MANYBERRIES CREEK","N/A","1966-08-01/1970-06-30","1966-01-01/1970-12-01"
"4424",2560,"MARIANA LAKES","N/A","1973-07-01/1974-11-30","1973-01-01/1974-12-01"
"4425",2113,"MARKERVILLE","N/A","1980-07-01/2008-03-31","1980-01-01/2007-11-01"
"4426",8917,"MARMOT BASIN","N/A","1996-01-01/2007-11-30","1996-01-01/2007-11-01"
"4427",27656,"MARMOT TRIPLE","N/A","1998-06-01/2007-11-30","N/A"
"4428",27262,"MARTEN HILLS AFS","N/A","1996-05-01/2011-09-30","1996-05-01/2007-09-01"
"4429",2561,"MARTEN MOUNTAIN LO","N/A","1958-08-01/2011-09-29","1958-01-01/2007-09-01"
"4430",1928,"MARWAYNE","N/A","1961-07-01/1980-10-31","1961-01-01/1980-12-01"
"4431",2347,"MASINASIN","N/A","1980-12-01/2008-09-25","1980-01-01/2007-11-01"
"4432",31411,"MASINASIN AGDM","2002-07-01/2012-05-16","2002-04-01/2012-05-16","2002-04-01/2007-11-01"
"4433",1929,"MATCHAYAW LAKE","N/A","1976-10-01/1977-01-31","1976-01-01/1977-12-01"
"4434",2564,"MAY LO","N/A","1957-05-01/2011-09-01","1957-01-01/2007-09-01"
"4435",2562,"MAYBERNE LO","N/A","1939-05-01/2011-09-01","1939-01-01/2007-09-01"
"4436",2415,"MAYCROFT","N/A","1911-01-01/1939-05-31","1911-01-01/1939-12-01"
"4437",2563,"MAYERTHORPE","N/A","1977-11-01/1983-09-30","1977-01-01/1983-12-01"
"4438",8888,"MAYERTHORPE 2","N/A","2004-03-01/2005-08-31","2004-03-01/2005-08-01"
"4439",2752,"MCLENNAN CDA EPF","N/A","1951-01-01/1978-12-31","1951-01-01/1978-12-01"
"4440",2753,"MCLENNAN RS","N/A","1962-05-01/1979-07-31","1962-01-01/1979-12-01"
"4441",2754,"MEANDER RIVER RS","N/A","1974-11-01/1985-03-31","1974-01-01/1985-12-01"
"4442",2565,"MEANOOK","N/A","1917-11-01/1976-05-31","1917-01-01/1976-12-01"
"4443",48949,"MEDICINE HAT","2010-09-20/2012-05-17","2010-09-23/2012-05-16","N/A"
"4444",2273,"MEDICINE HAT A","1953-01-01/2012-05-16","1883-08-01/2008-07-24","1883-01-01/2007-11-01"
"4445",44746,"MEDICINE HAT AWOS","2006-04-25/2010-09-23","2008-07-03/2010-09-23","N/A"
"4446",45948,"MEDICINE HAT CCOC","N/A","2004-11-01/2012-04-29","2004-11-01/2007-11-01"
"4447",30347,"MEDICINE HAT RCS","2001-01-12/2012-05-16","2000-08-01/2012-05-16","2000-08-01/2007-11-01"
"4448",27651,"MEDICINE LAKE","N/A","1998-06-01/1998-10-31","N/A"
"4449",2274,"MEDICINE LODGE LO","N/A","1974-05-01/2007-11-30","1974-01-01/2007-08-01"
"4450",2566,"MEDICINE LODGE RS","N/A","1962-05-01/1972-06-30","1962-01-01/1975-12-01"
"4451",2755,"MEEKWAP","N/A","1989-06-01/2011-09-01","1989-01-01/2007-09-01"
"4452",2567,"MERIDIAN LO","N/A","1964-09-01/2011-08-23","1964-01-01/2007-08-01"
"4453",1930,"METISKOW CDA EPF","N/A","1951-01-01/1978-11-30","1951-01-01/1978-12-01"
"4454",2114,"MICHICHI CREEK","N/A","1972-07-01/1975-09-30","1972-01-01/1975-12-01"
"4455",2361,"MIETTE HOT SPRINGS","N/A","1986-09-01/1995-06-30","1986-01-01/1995-06-01"
"4456",2568,"MILDRED LAKE","N/A","1973-07-01/1996-07-31","1973-01-01/1996-07-01"
"4457",10978,"MILDRED LAKE","1994-02-01/2012-05-16","1993-12-14/2012-05-16","1994-01-01/2007-11-01"
"4458",29693,"MILDRED LAKE SYNCRUDE","N/A","1994-08-01/2003-09-30","1994-08-01/2003-09-01"
"4459",2351,"MILK R VERDIGRIS L","N/A","1966-05-01/1969-11-30","1966-01-01/1969-12-01"
"4460",2350,"MILK R VERDIGRIS L","N/A","1960-06-01/1960-10-31","1960-01-01/1960-12-01"
"4461",8804,"MILK RIVER","1994-02-01/2012-05-14","1994-11-18/2012-05-14","1996-03-01/2007-11-01"
"4462",2348,"MILK RIVER","N/A","1959-04-01/1980-04-30","1959-01-01/1980-12-01"
"4463",2349,"MILK RIVER EXP ST","N/A","1955-01-01/1963-03-31","1955-01-01/1963-12-01"
"4464",45767,"MILK RIVER RIDGE RESERVOIR","2007-03-06/2012-05-16","2007-03-01/2012-05-16","2007-03-01/2007-10-01"
"4465",2275,"MILLARVILLE","N/A","1971-08-01/1993-03-31","1971-01-01/1993-12-01"
"4466",1931,"MINBURN GRAZING RESERVE","N/A","1967-08-01/1973-09-30","1967-01-01/1973-12-01"
"4467",1932,"MINISTIK LAKE","N/A","1940-06-01/1951-02-28","1940-01-01/1951-12-01"
"4468",1933,"MINISTIK RESEARCH","N/A","1988-06-01/1988-11-30","1988-01-01/1988-12-01"
"4469",1934,"MINISTIK SANCTUARY","N/A","1961-08-01/1970-02-28","1961-01-01/1970-12-01"
"4470",2115,"MIRROR FLETCHER","N/A","1982-07-01/1996-09-30","1982-01-01/1996-09-01"
"4471",2569,"MIRROR LANDING RS","N/A","1962-05-01/1964-09-30","1962-01-01/1964-12-01"
"4472",27036,"MISTANUSK CREEK","N/A","1995-06-01/2011-09-30","1995-06-01/2007-09-01"
"4473",2570,"MOBERLY LO","N/A","1967-05-01/2011-08-16","1967-01-01/2007-09-01"
"4474",2416,"MOCKINGBIRD LO","N/A","1962-05-01/2011-08-23","1962-01-01/2007-09-01"
"4475",2276,"MONARCH","N/A","1980-10-01/2012-05-15","1980-01-01/2007-11-01"
"4476",1935,"MONITOR","N/A","1983-04-01/2012-05-16","1983-01-01/2007-11-01"
"4477",2571,"MOON LAKE","N/A","1952-09-01/1967-12-31","1952-01-01/1967-12-01"
"4478",2417,"MOOSE MTN LO","N/A","1962-07-01/2011-09-01","1962-01-01/2007-09-01"
"4479",2572,"MOOSE WALLOW","N/A","1980-07-01/2007-05-31","1980-01-01/2007-05-01"
"4480",2116,"MORNINGSIDE","N/A","1970-05-01/1974-01-31","1970-01-01/1974-12-01"
"4481",2117,"MORRIN","N/A","1963-12-01/1965-11-30","1963-01-01/1965-12-01"
"4482",32433,"MORRIN AGDM","1991-01-02/2012-05-16","2002-11-01/2012-05-16","2002-12-01/2007-11-01"
"4483",2277,"MOSSLEIGH","N/A","1965-06-01/2004-01-31","1965-01-01/2004-01-01"
"4484",46810,"MOSSLEIGH AGCM","2008-01-09/2012-05-16","2007-09-01/2012-05-16","2007-09-01/2007-11-01"
"4485",2278,"MOSSLEIGH BURNAY","N/A","1966-08-01/2003-12-31","1967-01-01/2003-12-01"
"4486",2118,"MOUND","N/A","1952-08-01/1954-08-31","1952-01-01/1954-12-01"
"4487",2420,"MOUNT EISENHOWER","N/A","1960-05-01/1971-08-31","1960-01-01/1971-12-01"
"4488",2421,"MOUNT KIDD LO","N/A","1987-05-01/1992-08-31","1987-01-01/1992-12-01"
"4489",9015,"MOUNT ODLUM","N/A","1998-01-01/2007-11-30","1998-01-01/2007-08-01"
"4490",2418,"MOUNTAIN AIRE LODGE","N/A","1973-11-01/1977-08-31","1973-01-01/1977-12-01"
"4491",2279,"MOUNTAIN VIEW","N/A","1912-10-01/2006-03-31","1912-01-01/2006-03-01"
"4492",2419,"MOUNTAIN VIEW BIRDSEYE","N/A","1916-09-01/1981-04-30","1916-01-01/1981-12-01"
"4493",27199,"MOUNTAIN VIEW VILLAGE","N/A","1996-08-01/2012-05-03","1996-08-01/2007-11-01"
"4494",46928,"MT RUNDLE EAST","N/A","2007-09-01/2007-11-30","N/A"
"4495",41785,"MUNDARE AGDM","2003-06-26/2012-05-16","2003-06-01/2012-05-16","2003-06-01/2007-11-01"
"4496",2573,"MUSKEG LO","N/A","1959-06-01/2011-09-22","1959-01-01/2007-09-01"
"4497",2756,"MUSKEG RS","N/A","1962-05-01/1970-09-30","1962-01-01/1970-12-01"
"4498",2757,"MUSKWA LO","N/A","1967-05-01/2011-08-23","1967-01-01/2007-08-01"
"4499",46811,"MYRNAM AGCM","2008-01-09/2012-05-16","2007-09-01/2012-05-16","2007-09-01/2007-11-01"
"4500",1936,"NACO","N/A","1930-05-01/1965-10-31","1930-01-01/1965-12-01"
"4501",10104,"NAKISKA RIDGETOP","1994-02-01/2012-05-16","1994-03-22/2012-05-16","1999-04-01/2006-06-01"
"4502",2574,"NARROW LAKES LO","N/A","1972-06-01/1977-06-30","1972-01-01/1977-12-01"
"4503",2758,"NAYLOR HILLS LO","N/A","1955-05-01/1975-09-30","1955-01-01/1975-12-01"
"4504",43580,"NEIR AGDM","2005-02-25/2012-05-16","2005-02-25/2012-05-16","2005-04-01/2007-11-01"
"4505",1937,"NEUTRAL VALLEY","N/A","1989-12-01/1995-07-31","1989-01-01/1995-07-01"
"4506",1938,"NEW BRIGDEN","N/A","1970-05-01/1972-07-31","1970-01-01/1972-12-01"
"4507",1939,"NEW BRIGDEN EAST","N/A","1984-07-01/2003-02-28","1984-01-01/2003-02-01"
"4508",46911,"NEW SEREPTA AGCM","2008-01-09/2012-05-16","2007-09-01/2012-05-16","2007-09-01/2007-11-01"
"4509",1940,"NEWBROOK","N/A","1954-06-01/1979-10-31","1954-01-01/1979-12-01"
"4510",1941,"NEWBROOK NORTH","N/A","1970-05-01/1972-02-29","1970-01-01/1972-12-01"
"4511",2759,"NINA LAKE","N/A","1980-11-01/1998-04-30","1980-01-01/1998-04-01"
"4512",2575,"NITON JUNCTION CDA EPF","N/A","1967-06-01/1974-05-31","1967-01-01/1974-12-01"
"4513",2280,"NOBLEFORD","N/A","1965-11-01/1966-02-28","1965-01-01/1966-12-01"
"4514",2281,"NOBLEFORD EXP ST","N/A","1954-01-01/1963-03-31","1954-01-01/1963-12-01"
"4515",2422,"NORDEGG","N/A","1915-08-01/1955-06-30","1915-01-01/1955-12-01"
"4516",30543,"NORDEGG CS","2001-01-15/2012-05-16","2000-10-01/2012-05-16","2000-10-01/2007-11-01"
"4517",2423,"NORDEGG RS","N/A","1958-07-01/2006-02-28","1958-01-01/2006-02-01"
"4518",1942,"NORTH COOKING LAKE","N/A","1918-03-01/1930-07-31","1918-01-01/1930-12-01"
"4519",2760,"NORTH STAR","N/A","1973-05-01/1989-11-30","1973-01-01/1989-12-01"
"4520",2761,"NOSE MOUNTAIN LO","N/A","1949-05-01/2011-08-22","1949-01-01/2007-09-01"
"4521",2763,"NOTIKEWIN EAST","N/A","1962-09-01/1994-10-31","1962-01-01/1994-12-01"
"4522",2762,"NOTIKEWIN LO","N/A","1957-05-01/2011-08-23","1957-01-01/2007-08-01"
"4523",1943,"O CHIESE LO","N/A","1959-08-01/1975-09-30","1959-01-01/1975-12-01"
"4524",2119,"OAKLAND LAKE","N/A","1983-11-01/1988-03-31","1983-01-01/1988-12-01"
"4525",2576,"OBED","N/A","1970-10-01/1972-03-31","1970-01-01/1972-12-01"
"4526",2577,"OBED LO","N/A","1958-09-01/2011-09-01","1959-01-01/2007-09-01"
"4527",2282,"OKOTOKS","N/A","1906-06-01/1932-02-29","1906-01-01/1932-12-01"
"4528",2173,"OKOTOKS","N/A","1990-05-01/2012-05-15","1990-01-01/2007-11-01"
"4529",2170,"OKOTOKS BIG ROCK","N/A","1969-12-01/1970-05-31","1970-01-01/1970-12-01"
"4530",2283,"OKOTOKS EAST","N/A","1970-01-01/1971-03-31","1970-01-01/1971-12-01"
"4531",2120,"OLDS","N/A","1914-04-01/2012-02-29","1914-01-01/2007-11-01"
"4532",32453,"OLDS AGDM","2002-12-18/2012-05-16","2002-11-01/2012-05-16","2002-11-01/2007-11-01"
"4533",2024,"OLDS CLARKE","N/A","1990-11-01/1991-11-30","1990-01-01/1991-12-01"
"4534",2027,"OLDS ERICKSON","N/A","1988-07-01/1991-07-31","1988-01-01/1991-12-01"
"4535",41783,"OLIVER AGDM","2003-06-26/2012-05-16","2003-04-01/2012-05-16","2003-04-01/2007-11-01"
"4536",1944,"OLIVER TREE NURSERY","N/A","1972-05-01/2005-11-30","1972-01-01/2005-11-01"
"4537",10725,"ONEFOUR CDA","1994-02-01/2012-05-16","1994-03-22/2012-05-16","1996-04-01/2007-10-01"
"4538",1945,"ONOWAY","N/A","1970-10-01/1975-08-31","1970-01-01/1975-12-01"
"4539",32333,"ORION","N/A","2002-12-01/2007-10-10","2002-12-01/2007-08-01"
"4540",2764,"OTTER LAKES LO","N/A","1962-04-01/2011-08-22","1962-01-01/2007-08-01"
"4541",2284,"OWENDALE","N/A","1958-08-01/1963-01-31","1958-01-01/1962-12-01"
"4542",2121,"OYEN","N/A","1912-04-01/1959-08-31","1912-01-01/1959-12-01"
"4543",31410,"OYEN AGDM","2002-03-18/2012-05-16","2002-02-01/2012-05-16","2002-02-01/2007-11-01"
"4544",2110,"OYEN AIRPORT","N/A","1980-10-01/1981-10-31","1980-01-01/1981-12-01"
"4545",2122,"OYEN CAPPON","N/A","1974-01-01/2012-05-02","1974-01-01/2007-11-01"
"4546",2123,"OYEN CARA","N/A","1988-08-01/2012-03-28","1988-01-01/2007-11-01"
"4547",2578,"PADDLE RIVER","N/A","1978-06-01/2006-12-31","1978-01-01/2006-12-01"
"4548",27828,"PADDLE RIVER 764","N/A","1999-04-01/2007-10-31","2003-07-01/2005-02-01"
"4549",1946,"PAKAN","N/A","1902-07-01/1912-11-30","1902-01-01/1912-12-01"
"4550",46912,"PAKOWKI LAKE AGCM","2008-01-08/2012-05-16","2007-09-01/2012-05-16","2007-09-01/2007-11-01"
"4551",2124,"PANDORA EXP ST","N/A","1959-01-01/1961-11-30","1959-01-01/1961-12-01"
"4552",2765,"PANNY LO","N/A","1966-07-01/2011-08-22","1966-01-01/2007-08-01"
"4553",1947,"PARADISE VALLEY","N/A","1961-07-01/2003-06-30","1961-01-01/2003-06-01"
"4554",1948,"PARADISE VALLEY WEST","N/A","1971-08-01/1982-03-31","1971-01-01/1982-12-01"
"4555",2424,"PARKER RIDGE","N/A","1974-12-01/1976-01-31","1974-01-01/1975-12-01"
"4556",2425,"PARKER RIDGE","N/A","1978-01-01/2007-11-30","1978-01-01/2007-11-01"
"4557",2766,"PARSON LAKE TOWER","N/A","1968-06-01/1990-08-31","1968-01-01/1990-12-01"
"4558",8838,"PASQUE","N/A","1998-04-01/2007-11-30","1998-04-01/2007-11-01"
"4559",2580,"PASS CREEK LO","N/A","1954-04-01/2011-09-29","1954-01-01/2007-09-01"
"4560",2126,"PATRICIA","N/A","1921-03-01/1935-12-31","1921-01-01/1935-12-01"
"4561",2768,"PEACE POINT TOWER","N/A","1968-05-01/1973-08-31","1968-01-01/1973-12-01"
"4562",2775,"PEACE R SHAFTSBURY","N/A","1976-05-01/1978-09-30","1976-01-01/1978-12-01"
"4563",2769,"PEACE RIVER","N/A","1962-12-01/1963-05-31","N/A"
"4564",2770,"PEACE RIVER A","1955-01-03/2012-05-16","1944-01-01/2012-05-16","1944-01-01/2007-11-01"
"4565",2771,"PEACE RIVER CKYL","N/A","1960-10-01/1960-10-31","N/A"
"4566",2772,"PEACE RIVER CROSSING","N/A","1907-08-01/1935-05-31","1907-01-01/1935-12-01"
"4567",2773,"PEACE RIVER FOREST HQ","N/A","1968-07-01/1969-09-30","1968-01-01/1969-12-01"
"4568",2774,"PEACE RIVER WRB","N/A","1962-09-01/1966-09-30","1962-01-01/1966-12-01"
"4569",2581,"PEAVINE","N/A","1944-11-01/1969-10-31","1944-01-01/1969-12-01"
"4570",2426,"PECTEN","N/A","1979-01-01/1979-03-31","1979-01-01/1979-12-01"
"4571",2777,"PEERLESS LAKE","N/A","1974-07-01/1975-05-31","1974-01-01/1975-12-01"
"4572",2427,"PEKISKO","N/A","1905-07-01/1992-11-30","1905-01-01/1992-12-01"
"4573",10665,"PEKISKO","2005-05-10/2012-05-16","1998-02-01/2012-05-16","1998-05-01/2007-11-01"
